brand,year,season,num,r,g,b,a
dsquared,2021,spring,12,172,158,135,252
dsquared,2021,spring,12,29,30,28,252
michael-kors-collection,2021,spring,2,228,223,208,253
michael-kors-collection,2021,spring,2,217,175,144,253
michael-kors-collection,2021,spring,2,214,203,180,253
michael-kors-collection,2021,spring,2,209,152,109,253
versace,2021,spring,38,221,215,234,253
versace,2021,spring,38,253,136,2,254
versace,2021,spring,38,245,110,2,254
versace,2021,spring,38,24,18,11,251
christian-dior,2021,spring,13,205,147,110,253
christian-dior,2021,spring,13,221,174,141,253
christian-dior,2021,spring,13,168,108,77,253
christian-dior,2021,spring,13,32,24,18,249
versace,2021,spring,28,244,85,151,253
versace,2021,spring,28,240,21,104,253
versace,2021,spring,28,207,109,88,253
versace,2021,spring,28,31,16,17,250
fendi,2021,spring,54,214,43,48,254
fendi,2021,spring,54,171,19,30,253
fendi,2021,spring,54,211,174,158,253
fendi,2021,spring,54,30,26,28,250
martin-grant,2021,spring,32,230,201,177,253
martin-grant,2021,spring,32,35,37,45,253
martin-grant,2021,spring,32,214,176,148,252
martin-grant,2021,spring,32,50,56,70,253
calvin-luo,2021,spring,14,34,31,23,252
calvin-luo,2021,spring,14,230,222,202,253
calvin-luo,2021,spring,14,223,208,179,253
calvin-luo,2021,spring,14,206,174,148,253
fendi,2021,spring,44,214,175,150,253
fendi,2021,spring,44,54,57,67,254
fendi,2021,spring,44,77,76,80,253
fendi,2021,spring,44,33,38,45,253
martin-grant,2021,spring,22,215,171,145,253
martin-grant,2021,spring,22,80,49,32,251
martin-grant,2021,spring,22,36,31,31,253
martin-grant,2021,spring,22,25,20,17,168
coach,2021,spring,45,228,223,211,253
coach,2021,spring,45,164,139,113,253
coach,2021,spring,45,174,158,148,253
coach,2021,spring,45,110,92,86,253
givenchy,2021,spring,47,211,143,93,253
givenchy,2021,spring,47,208,68,52,254
givenchy,2021,spring,47,197,60,46,254
givenchy,2021,spring,47,179,54,42,253
sandro,2021,spring,9,211,153,105,254
sandro,2021,spring,9,90,43,35,253
sandro,2021,spring,9,237,208,156,254
sandro,2021,spring,9,40,18,25,252
loewe,2021,spring,6,176,199,221,253
loewe,2021,spring,6,142,155,177,251
loewe,2021,spring,6,116,153,202,253
loewe,2021,spring,6,145,174,209,253
martin-grant,2021,spring,3,220,221,223,254
martin-grant,2021,spring,3,108,113,137,254
martin-grant,2021,spring,3,156,156,166,253
martin-grant,2021,spring,3,87,90,109,253
gucci,2021,spring,58,196,199,211,253
gucci,2021,spring,58,175,161,162,253
gucci,2021,spring,58,151,113,89,253
gucci,2021,spring,58,38,33,28,249
max-mara,2021,spring,18,41,31,32,251
max-mara,2021,spring,18,171,202,228,254
max-mara,2021,spring,18,145,182,210,253
max-mara,2021,spring,18,78,52,48,253
gucci,2021,spring,48,150,97,26,253
gucci,2021,spring,48,144,25,36,253
gucci,2021,spring,48,33,27,19,251
gucci,2021,spring,48,100,34,23,250
louis-vuitton,2021,spring,4,5,122,134,253
louis-vuitton,2021,spring,4,32,34,36,252
louis-vuitton,2021,spring,4,24,142,157,253
louis-vuitton,2021,spring,4,5,94,105,253
loewe,2021,spring,26,204,211,215,253
loewe,2021,spring,26,177,187,195,253
loewe,2021,spring,26,161,169,175,252
loewe,2021,spring,26,186,196,202,254
koche,2021,spring,13,175,159,165,251
koche,2021,spring,13,156,107,91,253
koche,2021,spring,13,211,206,218,254
koche,2021,spring,13,25,20,23,252
isabel-marant,2021,spring,15,211,49,80,254
isabel-marant,2021,spring,15,44,23,19,251
isabel-marant,2021,spring,15,157,22,39,253
isabel-marant,2021,spring,15,84,30,28,253
chanel,2021,spring,5,218,201,216,253
chanel,2021,spring,5,158,105,84,253
chanel,2021,spring,5,153,154,174,249
chanel,2021,spring,5,30,28,30,252
louis-vuitton,2021,spring,14,170,135,112,253
louis-vuitton,2021,spring,14,145,111,90,253
louis-vuitton,2021,spring,14,170,156,149,249
louis-vuitton,2021,spring,14,114,90,74,252
burberry-prorsum,2021,spring,28,149,109,89,253
burberry-prorsum,2021,spring,28,32,31,29,251
burberry-prorsum,2021,spring,28,100,86,79,253
burberry-prorsum,2021,spring,28,84,50,38,253
burberry-prorsum,2021,spring,38,217,219,219,253
burberry-prorsum,2021,spring,38,159,105,84,253
burberry-prorsum,2021,spring,38,164,166,166,253
burberry-prorsum,2021,spring,38,100,98,96,252
coach,2021,spring,19,149,155,171,247
coach,2021,spring,19,146,113,79,253
coach,2021,spring,19,118,137,168,247
coach,2021,spring,19,98,115,144,250
gucci,2021,spring,14,141,115,84,250
gucci,2021,spring,14,108,79,50,249
gucci,2021,spring,14,25,41,83,253
gucci,2021,spring,14,155,136,109,251
chanel,2021,spring,22,202,41,52,254
chanel,2021,spring,22,163,109,94,252
chanel,2021,spring,22,106,11,18,252
chanel,2021,spring,22,163,14,36,253
max-mara,2021,spring,44,99,81,82,252
max-mara,2021,spring,44,222,200,203,253
max-mara,2021,spring,44,219,176,162,253
max-mara,2021,spring,44,26,28,35,253
chanel,2021,spring,32,200,159,141,254
chanel,2021,spring,32,181,137,116,253
chanel,2021,spring,32,166,155,160,250
chanel,2021,spring,32,25,27,32,253
adam-lippes,2021,fall,6,229,221,221,253
adam-lippes,2021,fall,6,43,33,36,253
adam-lippes,2021,fall,6,166,102,82,253
adam-lippes,2021,fall,6,86,46,37,253
max-mara,2021,spring,5,218,217,222,254
max-mara,2021,spring,5,210,171,159,253
max-mara,2021,spring,5,171,165,168,251
max-mara,2021,spring,5,181,184,199,252
bevza,2021,fall,13,202,163,118,254
bevza,2021,fall,13,181,165,145,253
bevza,2021,fall,13,201,178,151,254
bevza,2021,fall,13,174,144,111,253
miu-miu,2021,spring,31,229,167,32,253
miu-miu,2021,spring,31,221,157,101,253
miu-miu,2021,spring,31,250,206,82,253
miu-miu,2021,spring,31,166,92,25,253
hermes,2021,spring,29,202,169,159,254
hermes,2021,spring,29,35,27,28,250
hermes,2021,spring,29,184,162,148,253
hermes,2021,spring,29,153,114,103,250
miu-miu,2021,spring,21,248,154,171,252
miu-miu,2021,spring,21,225,142,89,253
miu-miu,2021,spring,21,168,2,2,254
miu-miu,2021,spring,21,248,226,220,250
hermes,2021,spring,39,204,163,139,254
hermes,2021,spring,39,182,137,109,253
hermes,2021,spring,39,17,19,24,253
hermes,2021,spring,39,156,112,89,252
bevza,2021,fall,8,181,137,110,253
bevza,2021,fall,8,157,113,91,252
bevza,2021,fall,8,200,152,118,253
bevza,2021,fall,8,36,36,31,253
prada,2021,spring,18,29,23,18,252
prada,2021,spring,18,237,236,229,254
prada,2021,spring,18,220,204,174,253
prada,2021,spring,18,213,176,152,253
hermes,2021,spring,1,222,205,165,254
hermes,2021,spring,1,160,111,95,252
hermes,2021,spring,1,205,176,144,253
hermes,2021,spring,1,180,140,115,252
versace,2021,spring,74,231,167,146,254
versace,2021,spring,74,243,220,244,254
versace,2021,spring,74,227,174,221,254
versace,2021,spring,74,220,144,107,253
michael-kors-collection,2021,spring,37,205,221,238,253
michael-kors-collection,2021,spring,37,154,155,158,253
michael-kors-collection,2021,spring,37,175,202,231,254
michael-kors-collection,2021,spring,37,150,180,217,253
dsquared,2021,fall,16,167,83,35,253
dsquared,2021,fall,16,97,33,10,252
dsquared,2021,fall,16,240,230,206,253
dsquared,2021,fall,16,34,22,13,252
alexander-mcqueen,2021,spring,18,205,171,163,253
alexander-mcqueen,2021,spring,18,156,157,171,250
alexander-mcqueen,2021,spring,18,85,91,107,249
alexander-mcqueen,2021,spring,18,205,203,205,253
versace,2021,spring,64,218,207,230,253
versace,2021,spring,64,209,163,161,253
versace,2021,spring,64,154,106,101,253
versace,2021,spring,64,29,24,27,249
michael-kors-collection,2021,spring,27,221,201,177,253
michael-kors-collection,2021,spring,27,205,176,148,253
michael-kors-collection,2021,spring,27,177,144,113,253
michael-kors-collection,2021,spring,27,165,110,79,252
valentino,2021,spring,57,251,55,195,254
valentino,2021,spring,57,251,73,203,254
valentino,2021,spring,57,243,28,165,253
valentino,2021,spring,57,215,2,113,253
philosophy,2021,spring,21,212,217,232,253
philosophy,2021,spring,21,164,161,169,253
philosophy,2021,spring,21,159,104,87,253
philosophy,2021,spring,21,12,28,28,252
fendi,2021,spring,18,225,229,232,253
fendi,2021,spring,18,103,82,75,252
fendi,2021,spring,18,77,54,46,253
fendi,2021,spring,18,47,38,31,250
philosophy,2021,spring,31,207,167,155,253
philosophy,2021,spring,31,210,218,231,253
philosophy,2021,spring,31,160,108,87,253
philosophy,2021,spring,31,8,24,26,251
valentino,2021,spring,47,231,231,234,253
valentino,2021,spring,47,75,55,47,253
valentino,2021,spring,47,36,31,30,253
valentino,2021,spring,47,111,82,77,253
kenzo,2021,spring,11,177,177,201,253
kenzo,2021,spring,11,153,155,172,249
kenzo,2021,spring,11,40,29,28,251
kenzo,2021,spring,11,204,208,221,253
valentino,2021,spring,35,178,139,102,253
valentino,2021,spring,35,53,73,114,253
valentino,2021,spring,35,155,116,82,253
valentino,2021,spring,35,76,98,144,253
philosophy,2021,spring,43,214,215,228,253
philosophy,2021,spring,43,166,159,162,250
philosophy,2021,spring,43,19,37,38,252
philosophy,2021,spring,43,30,74,103,253
sandro,2021,spring,20,115,75,48,253
sandro,2021,spring,20,90,47,32,253
sandro,2021,spring,20,149,112,74,253
sandro,2021,spring,20,44,22,18,253
valentino,2021,spring,25,231,231,233,253
valentino,2021,spring,25,72,53,48,253
valentino,2021,spring,25,49,41,38,253
valentino,2021,spring,25,103,70,55,253
versace,2021,spring,16,237,83,15,254
versace,2021,spring,16,19,15,16,250
versace,2021,spring,16,221,168,156,253
versace,2021,spring,16,164,104,88,253
vera-wang,2021,spring,16,200,165,147,253
vera-wang,2021,spring,16,151,111,96,252
vera-wang,2021,spring,16,80,47,41,253
vera-wang,2021,spring,16,19,12,16,253
michael-kors-collection,2021,spring,55,144,103,90,253
michael-kors-collection,2021,spring,55,46,33,28,253
michael-kors-collection,2021,spring,55,105,68,58,253
michael-kors-collection,2021,spring,55,72,50,45,254
michael-kors-collection,2021,spring,45,220,219,219,253
michael-kors-collection,2021,spring,45,219,197,180,252
michael-kors-collection,2021,spring,45,210,175,152,253
michael-kors-collection,2021,spring,45,22,23,22,253
miu-miu,2021,spring,53,241,171,153,253
miu-miu,2021,spring,53,247,206,161,253
miu-miu,2021,spring,53,245,218,213,254
miu-miu,2021,spring,53,233,150,91,253
miu-miu,2021,spring,43,28,23,18,252
miu-miu,2021,spring,43,16,171,175,253
miu-miu,2021,spring,43,237,230,212,253
miu-miu,2021,spring,43,97,50,23,253
chloe,2021,spring,11,229,207,237,253
chloe,2021,spring,11,210,177,215,253
chloe,2021,spring,11,176,143,171,250
chloe,2021,spring,11,211,164,156,253
jenny-packham,2021,spring,11,251,218,221,253
jenny-packham,2021,spring,11,247,200,178,253
jenny-packham,2021,spring,11,230,172,159,253
jenny-packham,2021,spring,11,161,102,87,250
loewe,2021,spring,18,207,159,152,253
loewe,2021,spring,18,178,145,148,250
loewe,2021,spring,18,163,101,94,252
loewe,2021,spring,18,96,46,39,252
gucci,2021,spring,76,114,137,173,253
gucci,2021,spring,76,85,101,108,252
gucci,2021,spring,76,25,35,43,250
gucci,2021,spring,76,41,78,93,253
chloe,2021,spring,8,221,203,179,254
chloe,2021,spring,8,214,177,149,253
chloe,2021,spring,8,213,213,202,254
chloe,2021,spring,8,169,174,159,252
max-mara,2021,spring,26,92,83,86,249
max-mara,2021,spring,26,208,174,170,253
max-mara,2021,spring,26,174,150,150,253
max-mara,2021,spring,26,27,28,37,253
chanel,2021,spring,40,157,111,98,252
chanel,2021,spring,40,228,212,213,253
chanel,2021,spring,40,221,158,161,253
chanel,2021,spring,40,179,134,118,253
gucci,2021,spring,66,148,137,28,253
gucci,2021,spring,66,31,37,38,250
gucci,2021,spring,66,147,108,92,253
gucci,2021,spring,66,100,96,35,253
chanel,2021,spring,50,199,173,159,253
chanel,2021,spring,50,214,212,210,253
chanel,2021,spring,50,175,136,118,253
chanel,2021,spring,50,154,112,98,252
max-mara,2021,spring,36,225,227,236,254
max-mara,2021,spring,36,212,173,158,254
max-mara,2021,spring,36,157,154,164,251
max-mara,2021,spring,36,20,24,32,253
isabel-marant,2021,spring,3,223,211,226,253
isabel-marant,2021,spring,3,92,49,36,253
isabel-marant,2021,spring,3,176,88,173,253
isabel-marant,2021,spring,3,161,102,80,253
burberry-prorsum,2021,spring,4,211,213,215,253
burberry-prorsum,2021,spring,4,162,162,164,252
burberry-prorsum,2021,spring,4,39,86,158,253
burberry-prorsum,2021,spring,4,29,48,91,253
christian-dior,2021,spring,8,203,167,101,253
christian-dior,2021,spring,8,173,143,96,250
christian-dior,2021,spring,8,99,79,47,250
christian-dior,2021,spring,8,35,30,23,251
calvin-luo,2021,spring,4,226,199,179,253
calvin-luo,2021,spring,4,212,173,152,253
calvin-luo,2021,spring,4,29,35,40,253
calvin-luo,2021,spring,4,230,222,215,253
bevza,2021,spring,22,230,209,202,253
bevza,2021,spring,22,225,197,182,254
bevza,2021,spring,22,22,21,21,252
bevza,2021,spring,22,213,178,158,254
christian-dior,2021,spring,84,109,143,92,254
christian-dior,2021,spring,84,86,109,72,254
christian-dior,2021,spring,84,49,79,51,253
christian-dior,2021,spring,84,22,36,21,251
bevza,2021,spring,32,204,197,184,253
bevza,2021,spring,32,200,181,162,253
bevza,2021,spring,32,160,113,84,253
bevza,2021,spring,32,211,208,206,253
dsquared,2021,fall,29,215,221,230,253
dsquared,2021,fall,29,200,156,112,253
dsquared,2021,fall,29,182,138,95,253
dsquared,2021,fall,29,37,96,161,253
jenny-packham,2021,spring,5,230,219,107,253
jenny-packham,2021,spring,5,225,179,146,253
jenny-packham,2021,spring,5,243,232,155,254
jenny-packham,2021,spring,5,205,164,105,252
christian-dior,2021,spring,70,223,173,147,253
christian-dior,2021,spring,70,100,43,51,252
christian-dior,2021,spring,70,165,88,91,251
christian-dior,2021,spring,70,141,54,75,253
dsquared,2021,fall,39,205,177,157,253
dsquared,2021,fall,39,102,33,22,252
dsquared,2021,fall,39,30,33,34,252
dsquared,2021,fall,39,173,160,147,251
christian-dior,2021,spring,60,228,221,211,253
christian-dior,2021,spring,60,214,199,183,253
christian-dior,2021,spring,60,212,175,153,253
christian-dior,2021,spring,60,31,29,27,252
michael-kors-collection,2021,spring,18,211,169,146,252
michael-kors-collection,2021,spring,18,228,228,227,253
michael-kors-collection,2021,spring,18,207,150,109,252
michael-kors-collection,2021,spring,18,158,100,79,252
martin-grant,2021,spring,41,203,175,171,253
martin-grant,2021,spring,41,179,151,147,252
martin-grant,2021,spring,41,82,80,86,252
martin-grant,2021,spring,41,42,40,46,253
kenzo,2021,spring,2,230,79,81,253
kenzo,2021,spring,2,221,61,65,254
kenzo,2021,spring,2,205,51,54,254
kenzo,2021,spring,2,172,38,39,253
fendi,2021,spring,27,225,225,224,253
fendi,2021,spring,27,215,202,179,253
fendi,2021,spring,27,206,176,162,253
fendi,2021,spring,27,174,168,159,252
fendi,2021,spring,37,209,169,148,253
fendi,2021,spring,37,229,230,231,253
fendi,2021,spring,37,169,168,166,247
fendi,2021,spring,37,27,24,20,250
gucci,2021,spring,92,106,85,39,252
gucci,2021,spring,92,55,77,108,253
gucci,2021,spring,92,86,112,153,253
gucci,2021,spring,92,20,24,32,253
adam-lippes,2021,fall,16,200,5,50,254
adam-lippes,2021,fall,16,104,13,17,252
adam-lippes,2021,fall,16,164,102,84,253
adam-lippes,2021,fall,16,160,0,34,253
hermes,2021,spring,16,78,75,85,253
hermes,2021,spring,16,55,57,69,254
hermes,2021,spring,16,162,106,86,253
hermes,2021,spring,16,23,24,30,253
gucci,2021,spring,82,195,207,221,253
gucci,2021,spring,82,186,199,215,253
gucci,2021,spring,82,163,156,171,251
gucci,2021,spring,82,17,112,157,253
adam-lippes,2021,spring,3,184,183,200,253
adam-lippes,2021,spring,3,219,220,230,253
adam-lippes,2021,spring,3,172,166,179,253
adam-lippes,2021,spring,3,9,8,9,253
prada,2021,spring,27,167,108,98,216
prada,2021,spring,27,11,108,78,254
prada,2021,spring,27,4,84,45,253
prada,2021,spring,27,3,36,16,253
prada,2021,spring,37,229,31,26,253
prada,2021,spring,37,13,11,8,253
prada,2021,spring,37,235,228,222,254
prada,2021,spring,37,220,166,153,253
elder-statesman,2021,spring,4,157,155,158,252
elder-statesman,2021,spring,4,234,204,157,253
elder-statesman,2021,spring,4,104,102,104,253
elder-statesman,2021,spring,4,36,22,13,253
givenchy,2021,spring,34,248,205,213,253
givenchy,2021,spring,34,247,183,198,253
givenchy,2021,spring,34,230,97,83,253
givenchy,2021,spring,34,231,152,166,253
burberry-prorsum,2021,spring,17,101,105,81,253
burberry-prorsum,2021,spring,17,89,83,50,253
burberry-prorsum,2021,spring,17,45,37,23,252
burberry-prorsum,2021,spring,17,152,150,101,253
coach,2021,spring,36,218,225,230,253
coach,2021,spring,36,203,150,104,253
coach,2021,spring,36,174,170,157,252
coach,2021,spring,36,173,136,97,253
givenchy,2021,spring,24,80,105,98,250
givenchy,2021,spring,24,21,47,48,253
givenchy,2021,spring,24,42,74,71,253
givenchy,2021,spring,24,35,64,62,252
coach,2021,spring,26,211,197,183,253
coach,2021,spring,26,219,214,214,253
coach,2021,spring,26,199,180,163,253
coach,2021,spring,26,179,162,147,253
prada,2021,spring,1,27,25,21,253
prada,2021,spring,1,225,198,164,253
prada,2021,spring,1,219,176,146,253
prada,2021,spring,1,209,156,107,253
martin-grant,2021,spring,2,217,169,140,253
martin-grant,2021,spring,2,203,149,117,253
martin-grant,2021,spring,2,163,110,85,251
martin-grant,2021,spring,2,42,38,46,253
loewe,2021,spring,7,19,77,100,253
loewe,2021,spring,7,199,168,152,254
loewe,2021,spring,7,17,50,79,253
loewe,2021,spring,7,13,28,36,253
givenchy,2021,spring,46,85,101,92,251
givenchy,2021,spring,46,48,75,71,253
givenchy,2021,spring,46,15,35,35,253
givenchy,2021,spring,46,246,244,242,253
sandro,2021,spring,8,215,103,52,254
sandro,2021,spring,8,165,83,50,252
sandro,2021,spring,8,235,150,85,254
sandro,2021,spring,8,217,120,70,253
coach,2021,spring,44,226,221,220,253
coach,2021,spring,44,222,207,174,253
coach,2021,spring,44,205,175,157,253
coach,2021,spring,44,175,163,161,252
isabel-marant,2021,spring,48,222,169,147,253
isabel-marant,2021,spring,48,165,103,84,253
isabel-marant,2021,spring,48,92,87,93,253
isabel-marant,2021,spring,48,35,30,34,251
versace,2021,spring,80,35,21,23,245
versace,2021,spring,80,153,100,89,253
versace,2021,spring,80,141,172,205,253
versace,2021,spring,80,83,48,43,250
koche,2021,spring,12,215,215,228,254
koche,2021,spring,12,178,181,208,252
koche,2021,spring,12,161,158,170,251
koche,2021,spring,12,34,26,25,248
loewe,2021,spring,27,142,97,53,252
loewe,2021,spring,27,53,57,69,253
loewe,2021,spring,27,78,80,91,249
loewe,2021,spring,27,20,24,29,253
louis-vuitton,2021,spring,5,223,177,138,253
louis-vuitton,2021,spring,5,209,153,110,254
louis-vuitton,2021,spring,5,160,112,80,253
louis-vuitton,2021,spring,5,87,50,39,253
gucci,2021,spring,49,166,139,102,253
gucci,2021,spring,49,153,96,43,253
gucci,2021,spring,49,152,116,78,253
gucci,2021,spring,49,38,30,27,244
max-mara,2021,spring,19,177,149,144,252
max-mara,2021,spring,19,156,117,98,251
max-mara,2021,spring,19,205,166,163,253
max-mara,2021,spring,19,182,138,108,254
gucci,2021,spring,59,181,133,101,254
gucci,2021,spring,59,165,115,83,253
gucci,2021,spring,59,159,89,49,252
gucci,2021,spring,59,196,140,99,253
michael-kors-collection,2021,spring,3,167,107,77,252
michael-kors-collection,2021,spring,3,220,218,214,253
michael-kors-collection,2021,spring,3,207,198,184,253
michael-kors-collection,2021,spring,3,205,146,104,253
dsquared,2021,spring,13,203,177,159,253
dsquared,2021,spring,13,24,23,23,253
dsquared,2021,spring,13,217,198,180,254
dsquared,2021,spring,13,177,158,141,253
martin-grant,2021,spring,23,204,181,149,252
martin-grant,2021,spring,23,145,137,41,254
martin-grant,2021,spring,23,103,93,13,252
martin-grant,2021,spring,23,215,200,176,252
fendi,2021,spring,45,234,81,75,254
fendi,2021,spring,45,211,41,48,254
fendi,2021,spring,45,166,19,30,253
fendi,2021,spring,45,105,14,18,251
calvin-luo,2021,spring,15,211,211,210,253
calvin-luo,2021,spring,15,207,171,147,253
calvin-luo,2021,spring,15,182,198,209,254
calvin-luo,2021,spring,15,168,186,200,253
